Index	X	Acquisition
338	6.89889912406467	802
339	6.92852904158947	790
340	6.95815917159566	808
341	6.98778951499142	869
342	7.01742007268493	880
343	7.04705084558434	905
344	7.07668183459785	837
345	7.10631304063361	822
346	7.13594446459982	848
347	7.16557610740463	800
348	7.19520796995622	823
349	7.22484005316277	797
350	7.25447235793245	830
351	7.28410488517343	800
352	7.31373763579389	783
353	7.34337061070201	827
354	7.37300381080594	817
355	7.40263723701388	787
356	7.43227089023399	797
357	7.46190477137444	829
358	7.49153888134341	807
359	7.52117322104908	807
360	7.55080779139961	800
361	7.58044259330318	863
362	7.61007762766797	792
363	7.63971289540214	817
364	7.66934839741388	818
365	7.69898413461135	889
366	7.72862010790273	800
367	7.75825631819619	770
368	7.78789276639991	829
369	7.81752945342205	851
370	7.84716638017081	835
371	7.87680354755433	816
372	7.90644095648081	833
373	7.93607860785842	841
374	7.96571650259532	858
375	7.99535464159969	794
376	8.02499302577971	786
377	8.05463165604355	795
378	8.08427053329938	801
379	8.11390965845538	832
380	8.14354903241971	835
381	8.17318865610056	874
382	8.2028285304061	846
383	8.2324686562445	861
384	8.26210903452394	828
385	8.29174966615258	891
386	8.3213905520386	821
387	8.35103169309019	832
388	8.3806730902155	801
389	8.41031474432271	812
390	8.43995665632	861
391	8.46959882711554	852
392	8.49924125761751	871
393	8.52888394873407	797
394	8.5585269013734	821
395	8.58817011644368	874
396	8.61781359485308	855
397	8.64745733750977	880
398	8.67710134532193	859
399	8.70674561919773	807
400	8.73639016004534	792
401	8.76603496877294	846
402	8.79568004628869	870
403	8.82532539350079	874
404	8.85497101131739	858
405	8.88461690064667	817
406	8.91426306239681	833
407	8.94390949747598	832
408	8.97355620679235	813
409	9.00320319125409	802
410	9.03285045176939	814
411	9.06249798924641	809
412	9.09214580459333	842
413	9.12179389871832	823
414	9.15144227252956	815
415	9.18109092693521	857
416	9.21073986284346	868
417	9.24038908116247	807
418	9.27003858280042	838
419	9.29968836866549	861
420	9.32933843966584	768
421	9.35898879670965	827
422	9.3886394407051	899
423	9.41829037256035	834
424	9.44794159318359	867
425	9.47759310348298	886
426	9.5072449043667	837
427	9.53689699674293	789
428	9.56654938151983	813
429	9.59620205960558	850
430	9.62585503190835	825
431	9.65550829933632	819
432	9.68516186279766	810
433	9.71481572320055	842
434	9.74446988145315	855
435	9.77412433846365	849
436	9.80377909514021	819
437	9.83343415239101	785
438	9.86308951112422	807
439	9.89274517224803	808
440	9.92240113667059	854
441	9.95205740530008	824
442	9.98171397904468	818
443	10.0113708588126	756
444	10.0410280455119	842
445	10.0706855400509	789
446	10.1003433433376	776
447	10.1300014562804	779
448	10.1596598797873	755
449	10.1893186147665	769
450	10.2189776621262	815
451	10.2486370227746	792
452	10.2782966976198	816
453	10.3079566875701	774
454	10.3376169935335	816
455	10.3672776164183	842
456	10.3969385571327	818
457	10.4265998165847	838
458	10.4562613956827	778
459	10.4859232953347	809
460	10.5155855164489	842
461	10.5452480599336	837
462	10.5749109266968	808
463	10.6045741176468	824
464	10.6342376336917	822
465	10.6639014757397	853
466	10.693565644699	884
467	10.7232301414777	838
468	10.7528949669841	815
469	10.7825601221263	830
470	10.8122256078124	826
471	10.8418914249507	837
472	10.8715575744493	880
473	10.9012240572163	792
474	10.9308908741601	847
475	10.9605580261887	868
476	10.9902255142103	805
477	11.019893339133	785
478	11.0495615018652	815
479	11.0792300033149	849
480	11.1088988443903	831
481	11.1385680259995	885
482	11.1682375490508	814
483	11.1979074144524	792
484	11.2275776231123	822
485	11.2572481759389	781
486	11.2869190738401	770
487	11.3165903177243	826
488	11.3462619084996	865
489	11.3759338470742	825
490	11.4056061343562	780
491	11.4352787712538	803
492	11.4649517586752	837
493	11.4946250975286	859
494	11.5242987887221	810
495	11.553972833164	839
496	11.5836472317623	858
497	11.6133219854253	798
498	11.6429970950611	821
499	11.6726725615779	761
500	11.7023483858839	770
501	11.7320245688872	832
502	11.7617011114961	781
503	11.7913780146187	766
504	11.8210552791632	796
505	11.8507329060377	814
506	11.8804108961504	854
507	11.9100892504095	753
508	11.9397679697232	794
509	11.9694470549997	862
510	11.999126507147	768
511	12.0288063270735	790
512	12.0584865156872	762
513	12.0881670738963	764
514	12.1178480026091	829
515	12.1475293027336	809
516	12.1772109751781	851
517	12.2068930208508	794
518	12.2365754406597	781
519	12.2662582355132	769
520	12.2959414063192	788
521	12.3256249539861	778
522	12.355308879422	785
523	12.3849931835351	818
524	12.4146778672336	757
525	12.4443629314255	753
526	12.4740483770192	767
527	12.5037342049227	737
528	12.5334204160443	817
529	12.563107011292	776
530	12.5927939915742	790
531	12.6224813577989	808
532	12.6521691108744	811
533	12.6818572517088	760
534	12.7115457812103	733
535	12.741234700287	823
536	12.7709240098472	799
537	12.8006137107989	765
538	12.8303038040505	835
539	12.85999429051	774
540	12.8896851710856	814
541	12.9193764466855	779
542	12.9490681182179	786
543	12.978760186591	751
544	13.0084526527129	805
545	13.0381455174918	779
546	13.0678387818358	802
547	13.0975324466532	770
548	13.1272265128521	779
549	13.1569209813407	731
550	13.1866158530271	788
551	13.2163111288196	792
552	13.2460068096263	737
553	13.2757028963554	816
554	13.3053993899151	729
555	13.3350962912134	776
556	13.3647936011587	799
557	13.3944913206591	722
558	13.4241894506227	719
559	13.4538879919578	811
560	13.4835869455724	815
561	13.5132863123748	823
562	13.5429860932732	893
563	13.5726862891757	815
564	13.6023869009905	788
565	13.6320879296257	789
566	13.6617893759896	762
567	13.6914912409903	807
568	13.7211935255361	756
569	13.7508962305349	811
570	13.7805993568951	845
571	13.8103029055248	857
572	13.8400068773323	735
573	13.8697112732255	787
574	13.8994160941128	782
575	13.9291213409023	774
576	13.9588270145022	751
577	13.9885331158206	721
578	14.0182396457658	774
579	14.0479466052458	788
580	14.077653995169	750
581	14.1073618164434	801
582	14.1370700699772	824
583	14.1667787566786	804
584	14.1964878774557	755
585	14.2261974332168	693
586	14.2559074248701	773
587	14.2856178533236	808
588	14.3153287194855	770
589	14.3450400242642	721
590	14.3747517685676	741
591	14.404463953304	775
592	14.4341765793816	797
593	14.4638896477085	748
594	14.4936031591929	733
595	14.523317114743	744
596	14.5530315152669	750
597	14.5827463616729	748
598	14.612461654869	745
599	14.6421773957636	750
600	14.6718935852647	734
601	14.7016102242805	776
602	14.7313273137192	771
603	14.761044854489	743
604	14.790762847498	711
605	14.8204812936544	747
606	14.8502001938664	755
607	14.8799195490422	742
608	14.9096393600899	717
609	14.9393596279178	763
610	14.9690803534339	776
611	14.9988015375464	710
612	15.0285231811637	755
613	15.0582452851937	743
614	15.0879678505447	730
615	15.1176908781248	728
616	15.1474143688423	778
617	15.1771383236052	789
618	15.2068627433219	772
619	15.2365876289004	737
620	15.2663129812489	701
621	15.2960388012756	753
622	15.3257650898886	748
623	15.3554918479963	757
624	15.3852190765066	764
625	15.4149467763278	693
626	15.4446749483681	712
627	15.4744035935356	730
628	15.5041327127385	656
629	15.5338623068851	755
630	15.5635923768833	679
631	15.5933229236415	742
632	15.6230539480678	749
633	15.6527854510704	725
634	15.6825174335575	728
635	15.7122498964371	757
636	15.7419828406176	718
637	15.771716267007	740
638	15.8014501765136	727
639	15.8311845700455	736
640	15.8609194485109	732
641	15.890654812818	681
642	15.9203906638749	703
643	15.9501270025898	736
644	15.9798638298709	756
645	16.0096011466264	704
646	16.0393389537644	748
647	16.0690772521932	749
648	16.0988160428208	676
649	16.1285553265554	713
650	16.1582951043053	757
651	16.1880353769786	690
652	16.2177761454835	731
653	16.2475174107281	772
654	16.2772591736207	753
655	16.3070014350693	733
656	16.3367441959823	731
657	16.3664874572677	739
658	16.3962312198336	656
659	16.4259754845884	718
660	16.4557202524402	703
661	16.4854655242971	702
662	16.5152113010673	734
663	16.544957583659	719
664	16.5747043729804	708
665	16.6044516699396	675
666	16.6341994754448	682
667	16.6639477904042	732
668	16.6936966157259	745
669	16.7234459523182	771
670	16.7531958010892	742
671	16.7829461629471	738
672	16.8126970388	735
673	16.8424484295561	703
674	16.8722003361237	686
675	16.9019527594108	697
676	16.9317057003257	758
677	16.9614591597764	725
678	16.9912131386713	712
679	17.0209676379185	711
680	17.0507226584261	721
681	17.0804782011023	731
682	17.1102342668552	681
683	17.1399908565932	711
684	17.1697479712243	723
685	17.1995056116567	689
686	17.2292637787986	748
687	17.2590224735581	673
688	17.2887816968435	710
689	17.3185414495628	715
690	17.3483017326244	671
691	17.3780625469363	755
692	17.4078238934067	681
693	17.4375857729438	669
694	17.4673481864558	709
695	17.4971111348509	699
696	17.5268746190371	674
697	17.5566386399228	679
698	17.586403198416	658
699	17.616168295425	745
700	17.6459339318578	646
701	17.6757001086228	700
702	17.705466826628	733
703	17.7352340867817	691
704	17.765001889992	720
705	17.794770237167	698
706	17.8245391292151	706
707	17.8543085670442	698
708	17.8840785515626	725
709	17.9138490836786	727
710	17.9436201643001	702
711	17.9733917943356	708
712	18.003163974693	734
713	18.0329367062805	676
714	18.0627099900064	666
715	18.0924838267789	657
716	18.122258217506	696
717	18.152033163096	667
718	18.1818086644571	630
719	18.2115847224973	727
720	18.2413613381249	692
721	18.2711385122482	687
722	18.3009162457751	697
723	18.3306945396139	720
724	18.3604733946729	715
725	18.3902528118601	665
726	18.4200327920837	686
727	18.4498133362519	686
728	18.4795944452729	684
729	18.5093761200548	713
730	18.5391583615059	723
731	18.5689411705343	716
732	18.5987245480481	710
733	18.6285084949556	671
734	18.6582930121649	726
735	18.6880781005842	678
736	18.7178637611217	676
737	18.7476499946855	678
738	18.7774368021838	677
739	18.8072241845248	637
740	18.8370121426167	677
741	18.8668006773676	691
742	18.8965897896857	733
743	18.9263794804792	666
744	18.9561697506563	743
745	18.9859606011251	679
746	19.0157520327938	679
747	19.0455440465705	658
748	19.0753366433635	632
749	19.105129824081	686
750	19.134923589631	637
751	19.1647179409218	702
752	19.1945128788616	727
753	19.2243084043585	713
754	19.2541045183206	737
755	19.2839012216563	724
756	19.3136985152735	677
757	19.3434964000806	647
758	19.3732948769857	665
759	19.4030939468969	685
760	19.4328936107225	671
761	19.4626938693706	694
762	19.4924947237493	694
763	19.522296174767	654
764	19.5520982233316	679
765	19.5819008703515	694
766	19.6117041167347	669
767	19.6415079633895	665
768	19.671312411224	665
769	19.7011174611464	624
770	19.7309231140648	670
771	19.7607293708876	671
772	19.7905362325227	631
773	19.8203436998784	677
774	19.8501517738629	690
775	19.8799604553843	663
776	19.9097697453509	643
777	19.9395796446707	640
778	19.969390154252	645
779	19.9992012750029	627
780	20.0290130078317	730
781	20.0588253536464	679
782	20.0886383133553	670
783	20.1184518878665	678
784	20.1482660780882	651
785	20.1780808849286	647
786	20.2078963092958	656
787	20.2377123520981	616
788	20.2675290142435	645
789	20.2973462966404	619
790	20.3271642001967	604
791	20.3569827258208	654
792	20.3868018744208	644
793	20.4166216469048	702
794	20.4464420441811	671
795	20.4762630671578	669
796	20.5060847167431	608
797	20.5359069938452	636
798	20.5657298993722	622
799	20.5955534342322	651
800	20.6253775993336	634
801	20.6552023955844	662
802	20.6850278238929	657
803	20.7148538851672	611
804	20.7446805803154	620
805	20.7745079102458	615
806	20.8043358758665	656
807	20.8341644780857	582
808	20.8639937178116	566
809	20.8938235959523	621
810	20.923654113416	621
811	20.953485271111	650
812	20.9833170699453	625
813	21.0131495108271	661
814	21.0429825946647	669
815	21.0728163223661	625
816	21.1026506948396	648
817	21.1324857129933	617
818	21.1623213777355	632
819	21.1921576899742	677
820	21.2219946506177	600
821	21.2518322605741	645
822	21.2816705207516	602
823	21.3115094320584	652
824	21.3413489954026	590
825	21.3711892116924	609
826	21.4010300818361	561
827	21.4308716067417	644
828	21.4607137873175	633
829	21.4905566244716	588
830	21.5204001191121	576
831	21.5502442721474	591
832	21.5800890844855	596
833	21.6099345570346	638
834	21.6397806907028	603
835	21.6696274863985	614
836	21.6994749450297	629
837	21.7293230675045	623
838	21.7591718547313	672
839	21.7890213076181	598
840	21.8188714270732	613
841	21.8487222140046	548
842	21.8785736693206	610
843	21.9084257939294	561
844	21.9382785887391	603
845	21.9681320546579	632
846	21.997986192594	643
847	22.0278410034555	663
848	22.0576964881506	631
849	22.0875526475875	612
850	22.1174094826744	602
851	22.1472669943194	577
852	22.1771251834308	623
853	22.2069840509166	631
854	22.2368435976851	612
855	22.2667038246444	593
856	22.2965647327027	621
857	22.3264263227682	675
858	22.3562885957491	640
859	22.3861515525534	640
860	22.4160151940895	627
861	22.4458795212655	592
862	22.4757445349895	561
863	22.5056102361697	586
864	22.5354766257144	582
865	22.5653437045316	556
866	22.5952114735295	621
867	22.6250799336164	606
868	22.6549490857003	609
869	22.6848189306895	629
870	22.7146894694922	587
871	22.7445607030165	552
872	22.7744326321705	598
873	22.8043052578625	576
874	22.8341785810007	584
875	22.8640526024931	575
876	22.8939273232481	616
877	22.9238027441736	611
878	22.9536788661781	622
879	22.9835556901695	540
880	23.0134332170561	572
881	23.043311447746	580
882	23.0731903831475	592
883	23.1030700241686	596
884	23.1329503717177	599
885	23.1628314267027	594
886	23.192713190032	585
887	23.2225956626137	559
888	23.252478845356	596
889	23.2823627391669	588
890	23.3122473449548	546
891	23.3421326636278	571
892	23.3720186960941	577
893	23.4019054432617	576
894	23.431792906039	565
895	23.4616810853341	584
896	23.4915699820551	560
897	23.5214595971102	577
898	23.5513499314077	526
899	23.5812409858556	592
900	23.6111327613622	624
901	23.6410252588356	579
902	23.6709184791839	542
903	23.7008124233155	593
904	23.7307070921384	554
905	23.7606024865608	578
906	23.7904986074909	581
907	23.8203954558369	585
908	23.8502930325069	547
909	23.8801913384091	576
910	23.9100903744517	569
911	23.9399901415429	559
912	23.9698906405908	576
913	23.9997918725036	571
914	24.0296938381895	562
915	24.0595965385566	563
916	24.0894999745132	559
917	24.1194041469673	561
918	24.1493090568273	562
919	24.1792147050012	574
920	24.2091210923972	554
921	24.2390282199235	602
922	24.2689360884883	541
923	24.2988446989997	539
924	24.3287540523659	567
925	24.3586641494952	560
926	24.3885749912955	580
927	24.4184865786753	552
928	24.4483989125425	567
929	24.4783119938054	562
930	24.5082258233722	546
931	24.538140402151	555
932	24.5680557310501	579
933	24.5979718109775	569
934	24.6278886428414	523
935	24.6578062275501	591
936	24.6877245660117	536
937	24.7176436591343	565
938	24.7475635078262	580
939	24.7774841129956	584
940	24.8074054755505	548
941	24.8373275963992	529
942	24.8672504764498	549
943	24.8971741166106	534
944	24.9270985177896	525
945	24.9570236808951	543
946	24.9869496068352	506
947	25.0168762965182	584
948	25.0468037508521	549
949	25.0767319707452	577
950	25.1066609571057	549
951	25.1365907108416	542
952	25.1665212328612	545
953	25.1964525240727	565
954	25.2263845853842	521
955	25.2563174177039	520
956	25.2862510219399	523
957	25.3161853990006	527
958	25.3461205497939	555
959	25.3760564752281	559
960	25.4059931762114	536
961	25.435930653652	543
962	25.4658689084579	522
963	25.4958079415375	563
964	25.5257477537988	524
965	25.55568834615	503
966	25.5856297194994	542
967	25.6155718747551	550
968	25.6455148128252	583
969	25.6754585346179	536
970	25.7054030410414	554
971	25.735348333004	590
972	25.7652944114136	531
973	25.7952412771786	540
974	25.8251889312071	515
975	25.8551373744073	561
976	25.8850866076873	527
977	25.9150366319554	560
978	25.9449874481196	546
979	25.9749390570882	555
980	26.0048914597694	516
981	26.0348446570712	536
982	26.064798649902	588
983	26.0947534391698	541
984	26.1247090257829	527
985	26.1546654106493	540
986	26.1846225946774	549
987	26.2145805787752	542
988	26.2445393638509	545
989	26.2744989508128	564
990	26.3044593405689	550
991	26.3344205340275	572
992	26.3643825320967	573
993	26.3943453356847	550
994	26.4243089456997	473
995	26.4542733630498	515
996	26.4842385886432	543
997	26.5142046233882	529
998	26.5441714681928	553
999	26.5741391239652	521
1000	26.6041075916137	550
1001	26.6340768720463	487
1002	26.6640469661714	500
1003	26.6940178748969	500
1004	26.7239895991312	516
1005	26.7539621397823	543
1006	26.7839354977585	535
1007	26.813909673968	508
1008	26.8438846693188	496
1009	26.8738604847192	529
1010	26.9038371210774	568
1011	26.9338145793015	519
1012	26.9637928602997	535
1013	26.9937719649802	512
1014	27.0237518942511	530
1015	27.0537326490206	526
1016	27.083714230197	484
1017	27.1136966386883	505
1018	27.1436798754027	513
1019	27.1736639412485	540
1020	27.2036488371337	519
1021	27.2336345639666	515
1022	27.2636211226554	526
1023	27.2936085141081	520
1024	27.3235967392331	497
1025	27.3535857989384	518
1026	27.3835756941322	505
1027	27.4135664257227	496
1028	27.4435579946182	541
1029	27.4735504017266	506
1030	27.5035436479563	552
1031	27.5335377342154	485
1032	27.5635326614121	534
1033	27.5935284304545	536
1034	27.6235250422508	554
1035	27.6535224977092	551
1036	27.6835207977379	500
1037	27.7135199432451	536
1038	27.7435199351388	535
1039	27.7735207743274	524
1040	27.8035224617188	528
1041	27.8335249982215	450
1042	27.8635283847434	503
1043	27.8935326221929	515
1044	27.9235377114779	491
1045	27.9535436535069	516
1046	27.9835504491878	593
1047	28.0135580994289	534
1048	28.0435666051383	485
1049	28.0735759672243	452
1050	28.103586186595	483
1051	28.1335972641585	484
1052	28.1636092008231	516
1053	28.193621997497	512
1054	28.2236356550882	535
1055	28.2536501745049	559
1056	28.2836655566555	519
1057	28.3136818024479	479
1058	28.3436989127904	461
1059	28.3737168885912	519
1060	28.4037357307584	468
1061	28.4337554402003	499
1062	28.4637760175299	489
1063	28.4937974611231	545
1064	28.5238197683305	557
1065	28.553842936497	489
1066	28.5838669629677	513
1067	28.6138918450877	525
1068	28.643917580202	519
1069	28.6739441656557	501
1070	28.7039715987939	510
1071	28.7339998769616	527
1072	28.7640289975039	493
1073	28.7940589577658	507
1074	28.8240897550925	498
1075	28.8541213868289	532
1076	28.8841538503202	499
1077	28.9141871429114	523
1078	28.9442212619476	473
1079	28.9742562047738	464
1080	29.0042919687351	528
1081	29.0343285511766	511
1082	29.0643659494433	472
1083	29.0944041608804	498
1084	29.1244431828327	505
1085	29.1544830126455	523
1086	29.1845236476638	472
1087	29.2145650852326	511
1088	29.244607322697	480
1089	29.2746503574022	506
1090	29.304694186693	514
1091	29.3347388079147	484
1092	29.3647842184122	470
1093	29.3948304155307	422
1094	29.4248773966151	546
1095	29.4549251590107	474
1096	29.4849737000623	508
1097	29.5150230171151	468
1098	29.5450731075142	503
1099	29.5751239686046	493
1100	29.6051755977314	478
1101	29.6352279922396	503
1102	29.6652811494744	466
1103	29.6953350667807	470
1104	29.7253897415036	437
1105	29.7554451709883	475
1106	29.7855013525797	458
1107	29.8155582836229	484
1108	29.8456159614631	456
1109	29.8756743834451	474
1110	29.9057335469142	465
1111	29.9357934492154	526
1112	29.9658540876938	475
1113	29.9959154596943	463
1114	30.0259775625621	458
1115	30.0560403936423	492
1116	30.0861039502799	496
1117	30.1161682298199	476
1118	30.1462332296075	483
1119	30.1762989469876	473
1120	30.2063653793054	457
1121	30.236432523906	474
1122	30.2665003781343	468
1123	30.2965689393355	460
1124	30.3266382048546	488
1125	30.3567081720366	491
1126	30.3867788382267	486
1127	30.41685020077	452
1128	30.4469222570113	486
1129	30.476995004296	524
1130	30.5070684399689	476
1131	30.5371425613752	468
1132	30.5672173658599	496
1133	30.5972928507681	462
1134	30.6273690134448	437
1135	30.6574458512352	464
1136	30.6875233614842	449
1137	30.717601541537	498
1138	30.7476803887386	439
1139	30.7777599004341	462
1140	30.8078400739685	506
1141	30.8379209066869	483
1142	30.8680023959344	502
1143	30.898084539056	496
1144	30.9281673333968	479
1145	30.9582507763019	508
1146	30.9883348651162	458
